title,description,location,price,label
Educational Workshop in Trincomalee,"Join the educational workshop happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,2000,real
Music Concert in Colombo,"Join the music concert happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,1500,real
Temple Perahera in Kurunegala,"Join the temple perahera happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,0,real
Art Exhibition in Matara,"Join the art exhibition happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,2000,real
Urgent VIP Ticket Offer Galle,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Galle,0,fake
Buddhist Ceremony in Jaffna,"Join the buddhist ceremony happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,1500,real
Crypto Double Money Event Colombo,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Colombo,5000,fake
Handicraft Fair in Jaffna,"Join the handicraft fair happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,500,real
Food Festival in Batticaloa,"Join the food festival happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,0,real
Handicraft Fair in Anuradhapura,"Join the handicraft fair happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,1000,real
Crypto Double Money Event Batticaloa,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Batticaloa,5000,fake
Community Festival in Colombo,"Join the community festival happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,1000,real
Art Exhibition in Badulla,"Join the art exhibition happening in Badulla. Enjoy cultural performances, food stalls, and community activities.",Badulla,500,real
Music Concert in Kalutara,"Join the music concert happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,2000,real
Crypto Double Money Event Ratnapura,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Ratnapura,2000,fake
Art Exhibition in Matara,"Join the art exhibition happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,1000,real
Urgent VIP Ticket Offer Ratnapura,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Ratnapura,0,fake
Village Drama in Kalutara,"Join the village drama happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,1500,real
Village Drama in Batticaloa,"Join the village drama happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,500,real
Music Concert in Jaffna,"Join the music concert happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,0,real
Urgent VIP Ticket Offer Ratnapura,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Ratnapura,2000,fake
Community Festival in Kurunegala,"Join the community festival happening in Kurunegala. Enjoy cultural performances, food stalls, and community activities.",Kurunegala,1000,real
Limited Prize Giveaway Badulla,Hurry! Limited Prize Giveaway. Send payment immediately to secure your reward or VIP access.,Badulla,1000,fake
Educational Workshop in Kalutara,"Join the educational workshop happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,0,real
Urgent VIP Ticket Offer Trincomalee,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Trincomalee,2000,fake
Cultural Dance Show in Colombo,"Join the cultural dance show happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,500,real
Lottery Winner Event Galle,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Galle,2000,fake
Community Festival in Matara,"Join the community festival happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,2000,real
Village Drama in Matara,"Join the village drama happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,2000,real
Educational Workshop in Negombo,"Join the educational workshop happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,1500,real
Buddhist Ceremony in Polonnaruwa,"Join the buddhist ceremony happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,2000,real
Cultural Dance Show in Trincomalee,"Join the cultural dance show happening in Trincomalee. Enjoy cultural performances, food stalls, and community activities.",Trincomalee,2000,real
Lottery Winner Event Polonnaruwa,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Polonnaruwa,2000,fake
Temple Perahera in Galle,"Join the temple perahera happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,2000,real
Handicraft Fair in Matara,"Join the handicraft fair happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,2000,real
Food Festival in Matara,"Join the food festival happening in Matara. Enjoy cultural performances, food stalls, and community activities.",Matara,1000,real
Educational Workshop in Polonnaruwa,"Join the educational workshop happening in Polonnaruwa. Enjoy cultural performances, food stalls, and community activities.",Polonnaruwa,1500,real
Music Concert in Batticaloa,"Join the music concert happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,500,real
Temple Perahera in Galle,"Join the temple perahera happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,0,real
Lottery Winner Event Jaffna,Hurry! Lottery Winner Event. Send payment immediately to secure your reward or VIP access.,Jaffna,5000,fake
Temple Perahera in Anuradhapura,"Join the temple perahera happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,1500,real
Urgent VIP Ticket Offer Jaffna,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Jaffna,5000,fake
Urgent VIP Ticket Offer Trincomalee,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Trincomalee,1000,fake
Educational Workshop in Negombo,"Join the educational workshop happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,1000,real
Handicraft Fair in Negombo,"Join the handicraft fair happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,1500,real
Educational Workshop in Galle,"Join the educational workshop happening in Galle. Enjoy cultural performances, food stalls, and community activities.",Galle,0,real
Win Free iPhone Colombo,Hurry! Win Free iPhone. Send payment immediately to secure your reward or VIP access.,Colombo,2000,fake
Win Free iPhone Ratnapura,Hurry! Win Free iPhone. Send payment immediately to secure your reward or VIP access.,Ratnapura,5000,fake
Art Exhibition in Colombo,"Join the art exhibition happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,1500,real
Buddhist Ceremony in Kalutara,"Join the buddhist ceremony happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,500,real
Crypto Double Money Event Nuwara Eliya,Hurry! Crypto Double Money Event. Send payment immediately to secure your reward or VIP access.,Nuwara Eliya,2000,fake
Handicraft Fair in Ratnapura,"Join the handicraft fair happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,1500,real
Community Festival in Batticaloa,"Join the community festival happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,2000,real
Urgent VIP Ticket Offer Polonnaruwa,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Polonnaruwa,5000,fake
Urgent VIP Ticket Offer Kandy,Hurry! Urgent VIP Ticket Offer. Send payment immediately to secure your reward or VIP access.,Kandy,2000,fake
Win Free iPhone Negombo,Hurry! Win Free iPhone. Send payment immediately to secure your reward or VIP access.,Negombo,1000,fake
Educational Workshop in Negombo,"Join the educational workshop happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,500,real
Village Drama in Anuradhapura,"Join the village drama happening in Anuradhapura. Enjoy cultural performances, food stalls, and community activities.",Anuradhapura,2000,real
Music Concert in Colombo,"Join the music concert happening in Colombo. Enjoy cultural performances, food stalls, and community activities.",Colombo,0,real
Community Festival in Batticaloa,"Join the community festival happening in Batticaloa. Enjoy cultural performances, food stalls, and community activities.",Batticaloa,1500,real
Village Drama in Kalutara,"Join the village drama happening in Kalutara. Enjoy cultural performances, food stalls, and community activities.",Kalutara,2000,real
Art Exhibition in Negombo,"Join the art exhibition happening in Negombo. Enjoy cultural performances, food stalls, and community activities.",Negombo,1000,real
Village Drama in Ratnapura,"Join the village drama happening in Ratnapura. Enjoy cultural performances, food stalls, and community activities.",Ratnapura,1000,real
Food Festival in Jaffna,"Join the food festival happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,0,real
Village Drama in Jaffna,"Join the village drama happening in Jaffna. Enjoy cultural performances, food stalls, and community activities.",Jaffna,2000,real
